id,text_bn,text_en,sentiment,gender_reference,dialect,dialect_raw,style,source_type,length_char,length_words,dialect_marker_count,cross_dialect_marker_count,dialect_authenticity,is_political_content
12014,সইয়া থুইসো রাইখা নইলে কানকানি হইব হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"You kept it by tolerating, otherwise, there will be backbiting now, it will be, it is not the word.",Negative,Neutral,Rangpuri,Rangpuri,Informal,News comment,72,14,0,0,no_markers_found,False
12015,রগচটা আর কুত্তা মজা নাই কইরা দাও হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The hot-tempered one and the dog are not fun, do it now, it will be, it is not the word.",Negative,Neutral,Rangpuri,Rangpuri,Formal,Twitter,71,15,0,1,cross_dialect_conflict,False
12016,ঢ্যাঙা আর ঢ্যাঙড়া হামনে আউলায়া গেছে হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The tall one and the tall boy are confused now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,74,14,0,0,no_markers_found,False
12017,ঠুমকা দেইখা বইসা থাকমু আমরা দুজন হামনে হইব কথাটা নয় বুজলা হামনে হইব কথাটা নয়।,"We two will see the pat and sit now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,77,15,0,1,cross_dialect_conflict,False
12018,ছুতা আর ফাঁকলা নাইকো কথা নয় হামনে হইব কথাটা নয় বুজলা হামনে হইব কথাটা নয়।,"Excuse and gap are not the only things now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,Manually written,72,15,0,1,cross_dialect_conflict,False
12019,ঢোলা আর লম্বা খোপা রাইন্দা খাইয়া ফেলো হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Cook the loose and long bun and eat now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,76,15,0,1,cross_dialect_conflict,False
12020,রাতই দিমু আমরা লইমু কুনো কথা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"I will give and we will take it at night, it is not the only thing now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,70,15,0,0,no_markers_found,False
12021,মাইয়া ছোকরা দীধা কইরা হাম করুক হগা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Let the girl and boy work together with doubt now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,73,15,0,0,no_markers_found,False
12022,ঝিল আর নালা দিয়া হাম করি হামনে হইব কথাটা নয় বুজলা হামনে হইব কথাটা নয়।,"I work through the lake and the canal now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,69,15,0,0,no_markers_found,False
12023,বইচ্যা আর কনাই ঝালাইছো কইরা দিয়া হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"You welded the preserved fish and the side by doing it now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,71,14,0,1,cross_dialect_conflict,False
12024,প্যালা আর কুল দেইখা হামনে লইমু আমি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"I will see the bowl and the jujube and take it now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,73,15,0,1,cross_dialect_conflict,False
12025,ডেকস আর ঝাপ ফালাই কইরা দিয়া দাও হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Throw away the desk and the trap by doing it now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,70,15,0,0,no_markers_found,False
12026,বুড়ি আর গিন্নি গাবগালা নয় বুজতেছি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The old woman and the mistress are not innocent, I understand now, it will be, it is not the word.",Negative,Female,Rangpuri,Rangpuri,Informal,Facebook,72,14,0,0,no_markers_found,False
12027,নইলে ছাড়ো কথা নয় খাইয়া দে তুমি আইসা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Otherwise, leave it, it is not the only thing, you come and eat now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,74,16,0,0,no_markers_found,False
12028,বুইঝা নিও হামনে কইরা দাও কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Understand it now, do it, it is not the only word now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,72,15,0,0,no_markers_found,False
12029,ঝালমুড়ি আর চালতা দিয়া খাইমু আমরা হামনে হইব কথাটা নয় বুজলা হামনে হইব কথাটা নয়।,"We will eat the spicy puffed rice and hog plum now, it will be, it is not the word, understand.",Positive,Neutral,Rangpuri,Rangpuri,Informal,News comment,77,15,0,0,no_markers_found,False
12030,গামছা আর তোয়ালে দিয়া দিছি হামনে হামনে হইব কথাটা নয় বুজলা হামনে হইব কথাটা নয়।,"I gave the towel and the napkin now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,76,15,0,1,cross_dialect_conflict,False
12031,ধোয়া আর ঝাড় কইরা দিয়া দাও হামনে হামনে হইব কথাটা নয় বুজলা হামনে হইব কথাটা নয়।,"Wash and sweep by doing it now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,76,16,0,0,no_markers_found,False
12032,নইলে ছাড়ো কথা নয় যাইবো হামনে আমরা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Otherwise, leave it, it is not the only thing, we will go now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,72,15,0,0,no_markers_found,False
12033,গাবগালা আর নাদান নইলে হইব কথা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Innocent and unwise are not the only things now, it will be, it is not the word.",Negative,Neutral,Rangpuri,Rangpuri,Informal,Manually written,71,15,0,0,no_markers_found,False
12034,মাগো বাপরে কামনে আইলা কথা কসো কিল্লাই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Oh my mother, father, how did you come, why do you talk now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,76,15,0,2,cross_dialect_conflict,False
12035,রংপুরের মানুষ নইলে হইব হামনে কথা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The people of Rangpur are not the only ones now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,74,15,0,0,no_markers_found,False
12036,নাকফুল আর আঙটা পইরা গেছে আমনেগো হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The nose pin and the ring have fallen from you now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,70,14,0,0,no_markers_found,False
12037,ধইরা লইয়া হামনে দিয়া দাও কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Catch and take it now, give the word now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,72,15,0,1,cross_dialect_conflict,False
12038,ঠান্ডা আর ঠাসা হামনে নইলে হইব কথা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Cold and hard are not the only things now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,75,16,0,0,no_markers_found,False
12039,কইসা বুজে নইলে হইব কথা নয় হামনে হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"It understands by squeezing, otherwise, it will not be the only thing now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,70,15,0,0,no_markers_found,False
12040,কুল আর বড়ই দিয়া দিছি হামনে আমায় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"I gave the jujube and the plum now to myself now, it will be, it is not the word.",Positive,Neutral,Rangpuri,Rangpuri,Formal,Twitter,70,15,0,1,cross_dialect_conflict,False
12041,বউ শাশুড়ি আর ভাদাইমা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The wife, mother-in-law and the lazy person now, it will be, it is not the word.",Neutral,Female,Rangpuri,Rangpuri,Informal,Facebook,78,16,0,0,no_markers_found,False
12042,ধানখেত পুকুরঘাট আর ঢেলা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The paddy field, the pond bank and the clod now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,81,16,0,0,no_markers_found,False
12043,গারো কালোচা আর জলঢোলা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The deep ditch, the black tea and the water bowl now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,79,16,0,0,no_markers_found,False
12044,গামছা নোনা আর পুটকি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The napkin, the saltiness and the butt now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,77,16,0,0,no_markers_found,False
12045,ঢোল গরীব আর ফাঁকলা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The drum, the poor person and the gap now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,76,16,0,0,no_markers_found,False
12046,নেউল খোপা আর প্যালা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The mongoose, the bun and the bowl now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,77,16,0,0,no_markers_found,False
12047,ঠুমকা রাইন্দা আর গুবলেট হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The pat, cooking and the mess now, it will be, it is not the word.",Negative,Neutral,Rangpuri,Rangpuri,Informal,YouTube,81,16,0,1,cross_dialect_conflict,False
12048,দোরখোলা ছুতা আর ঘইট্যা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The open door, the excuse and the happening now, it will be, it is not the word.",Negative,Neutral,Rangpuri,Rangpuri,Informal,Manually written,80,16,0,0,no_markers_found,False
12049,হাফাই দ্যাশ গইড়া আর ঠুসা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Breathing heavily, the country, building and the stuff now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,82,17,0,0,no_markers_found,False
12050,বুরুশ কড়াই ধুম আর ফাইরা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The brush, the wok, pomp and tearing now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,81,17,0,0,no_markers_found,False
12051,মাইরন বুইচ্যা খাইসা আর গলতি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The striking, the preserved fish, good and the mistake now, it will be, it is not the word.",Negative,Neutral,Rangpuri,Rangpuri,Informal,Facebook,85,17,0,0,no_markers_found,False
12052,ঝাড় মাইনস গিয়া নাগাল আর থুতাই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The sweep, the people, going, the reach and the chin now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,87,18,0,0,no_markers_found,False
12053,ঘ্যানঘ্যান ঠ্যাঙ কানা আর ঢোলা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Whining, the leg, the one-eyed and loose now, it will be, it is not the word.",Negative,Neutral,Rangpuri,Rangpuri,Informal,Manually written,87,17,0,0,no_markers_found,False
12054,লম্বা বঁটি ফোদা আর রাখস হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Tall, the chopper, the penis and the demon now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,81,17,0,0,no_markers_found,False
12055,গমগম বকনি গিন্নি আর ছুইড়ে হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The fragrance, the scolding, the mistress and to throw now, it will be, it is not the word.",Negative,Female,Rangpuri,Rangpuri,Formal,Twitter,83,17,0,0,no_markers_found,False
12056,থাপ্পর দোলনা আর কিডা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The slap, the swing and who now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,84,17,0,0,no_markers_found,False
12057,ফালাইলা থাহিলা আর ধইরা ফালাই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"You threw, you stayed and catching and throwing now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,86,17,0,1,cross_dialect_conflict,False
12058,নিতা কইটা আর ডাহডা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The taking, the small amount and the call now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,82,17,0,0,no_markers_found,False
12059,মেল্টা ঝিল আর গাবরা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The meeting, the lake and the scared one now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,News comment,83,17,0,0,no_markers_found,False
12060,ঢঙ্গি তেরছা আর উখান হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The pretentious one, slanted and the hearth now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Formal,Twitter,83,17,0,0,no_markers_found,False
12061,কপচা ঠেঙরা আর গাপলা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The talk, the cripple and the mistake now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,Facebook,83,17,0,0,no_markers_found,False
12062,দহলা গাঁইট আর মজি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The ten, the knot and the stain now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,81,17,0,0,no_markers_found,False
12063,রাত্তির দিয়া দিলাম আর পাইছে নি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The night, I gave and found it or not now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,88,18,0,0,no_markers_found,False
12064,কিতা সেধা আর গতি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"What, straight and the speed now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,80,17,0,1,cross_dialect_conflict,False
12065,গম খিচা আর বোরো হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Wheat, the pull and Boro paddy now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,79,17,0,0,no_markers_found,False
12066,খোপ ডলা আর নালা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The nest, the rub and the drain now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,79,17,0,0,no_markers_found,False
12067,নাংটা কিসি আর দিধা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Naked, the thing and the doubt now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,YouTube,82,17,0,0,no_markers_found,False
12068,ঝুরঝুর ফাচকা আর ঢ্যাঙড়া হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The trickle, the split and the tall boy now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,87,17,0,0,no_markers_found,False
12069,ফাইনা খটা আর লটকন হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The fine, the sound and the small fruit now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,81,17,0,0,no_markers_found,False
12070,গুম ধানস আর ছ্যাদাক হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Silence, the grain and the small piece now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,83,17,0,0,no_markers_found,False
12071,সাইরা ভাটকা আর দেইখো হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"To finish, the large basket and you see now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,84,17,0,0,no_markers_found,False
12072,যাইবা ডরি আর খুসখুস হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"You will go, the fear and the rustling now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,YouTube,83,17,0,0,no_markers_found,False
12073,বুড়ি মইরা যাই আর নাইডা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The old woman, I will die and the moving thing now, it will be, it is not the word.",Negative,Female,Rangpuri,Rangpuri,Informal,Manually written,80,17,0,1,cross_dialect_conflict,False
12074,গবেট বুকাই আর লইসো হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The foolish person, the foolish person and you took now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,News comment,82,17,0,0,no_markers_found,False
12075,দিছো থুইসো আর গরমা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"You gave, you put and the heat now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,82,17,0,1,cross_dialect_conflict,False
12076,ছ্যাঁচা বামন আর শিঙলা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The pounded thing, the dwarf and the horn now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,85,17,0,0,no_markers_found,False
12077,টরকা কুদা আর ডাহান হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The turning, the hoe and the right hand now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,82,17,0,0,no_markers_found,False
12078,ভইলা কাহন আর নিকা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The forgotten one, the story and the marriage now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,81,17,0,0,no_markers_found,False
12079,ছ্যাপ গুঁই আর থুইয়া হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Saliva, the fruit and putting now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,83,17,0,0,no_markers_found,False
12080,ঢ্যাঙ্গা ফুইল্যা আর গন্ধাই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The tall one, swelling and smelling now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,90,17,0,0,no_markers_found,False
12081,ধুইরা রগচটা আর বগি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Catching, the hot-tempered one and the heron now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,Facebook,82,17,0,0,no_markers_found,False
12082,মোগা ক্যাঁচক্যাঁচ আর ছ্যাপটা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The ignorant person, the creaking and the flattened thing now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,YouTube,92,17,0,1,cross_dialect_conflict,False
12083,চাকলা গাছড়া আর হুজুগ হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The slice, the small tree and the craze now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,84,17,0,0,no_markers_found,False
12084,নিলাই দুলাই আর গাধা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The quiet, to swing and the donkey now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,News comment,83,17,0,0,no_markers_found,False
12085,পেরেছে আলোয় আর ঝাড়াই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Succeeded, the light and the sweeping now, it will be, it is not the word, understand.",Positive,Neutral,Rangpuri,Rangpuri,Formal,Twitter,84,17,0,0,no_markers_found,False
12086,সগড়া বুজতেছি আর মজুদ হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"All, I am understanding and the stock now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,84,17,0,0,no_markers_found,False
12087,দে দে লই লই আর ধইরা আইসো হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Give, give, take, take and catching and coming now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,82,19,0,1,cross_dialect_conflict,False
12088,গমাই ঠ্যালা আর কুটুস হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The fragrance, the push and the small bite now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,84,17,0,0,no_markers_found,False
12089,ঝালাইছো দিমুনা আর লইমুনা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"You welded, I won't give and I won't take now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,News comment,88,17,0,0,no_markers_found,False
12090,দেহিনা বুজিনা আর নাটাই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"I don't see, I don't understand and the spool now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,86,17,0,1,cross_dialect_conflict,False
12091,পাকাই গরমান আর ছ্যাঁচাই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"To ripen, the heat and to pound now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,87,17,0,1,cross_dialect_conflict,False
12092,গুতাই মজা নাই আর বালখিল্যা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"To poke, no fun and the boy now, it will be, it is not the word.",Negative,Neutral,Rangpuri,Rangpuri,Informal,YouTube,84,17,1,1,mixed_markers,False
12093,তেলেঙ্গা রাতাই আর গুপচুপ হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The Telegu, to make red and quietly now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,88,17,0,0,no_markers_found,False
12094,নরসুন্দর কামড়া আর লাঙল হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The barber, the bite and the plow now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,86,17,0,1,cross_dialect_conflict,False
12095,ধানঝাড়া পিলা আর রেল্লা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Threshing paddy, the spleen and the flow now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,86,17,0,0,no_markers_found,False
12096,ছইড়া ব্যাটা আর ব্যাটাই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The shed, the man and the wife now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,86,17,0,0,no_markers_found,False
12097,সইমা গুঁইড়া আর চালাক্কা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The limit, the powder and the clever one now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,87,17,0,0,no_markers_found,False
12098,দাই ঝালাইতেছি আর কনাই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The midwife, I am welding and the side now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,85,17,0,1,cross_dialect_conflict,False
12099,দুলতেছি গোমড়া আর আলোয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"I am swinging, the sullen one and the light now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,News comment,85,17,0,0,no_markers_found,False
12100,পাইরা ঢেকু আর খামুচা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The ability, the burp and the handful now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,84,17,0,1,cross_dialect_conflict,False
12101,গুটি ধইরা লই আর থুইয়া দে হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"The small stone, catch and take and put down now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,82,18,0,1,cross_dialect_conflict,False
12102,গ্যাঁজাই মজবুত আর ডরাই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"To bubble, strong and I fear now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,YouTube,86,17,0,0,no_markers_found,False
12103,লজ্জা পাইলাম গেলা আর লইয়া আইসো হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"I felt ashamed, you went and bring now, it will be, it is not the word.",Negative,Neutral,Rangpuri,Rangpuri,Informal,Manually written,88,18,0,0,no_markers_found,False
12104,খাইয়া ফেলো দিয়া দিছি আর মেম্বার হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Eat up, I gave and the member now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,89,18,0,1,cross_dialect_conflict,False
12105,দুলতাছি গীত আর দারুণ হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"I am swinging, the song and the wonderful thing now, it will be, it is not the word, understand.",Positive,Neutral,Rangpuri,Rangpuri,Formal,Twitter,84,17,0,0,no_markers_found,False
